run_id,instance_id,bom_file,strategy,model_type,service_time_promised,suppliers_available,tax_rate,cap_value,cap_level,objective_value,total_cost_with_tax,total_cost_without_tax,procurement_cost,inventory_holding_cost,carbon_cost,achieved_service_time,service_constraint_binding,total_emissions,baseline_emissions,emission_reduction_pct,WIP,WIP_reduction_pct,DIO,DIO_improvement_pct,ITR,buffer_count,avg_decoupled_lead_time,suppliers_used,solver_status,runtime_sec,mip_gap,comparison_admissible,comparison_exclusion_reason
HYB-bom_26-tax_50_cap_none,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,100000000,none,869630,869198.72,867120,,,2078.72,0,0,41574400,41574400,0,,,430,0.23201856148492,,1,15.925925925926,3,OPTIMAL,0.09,0,1,
HYB-bom_26-tax_50_cap_100,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,41574400,100%,869630,869198.72,867120,,,2078.72,0,0,41574400,41574400,0,,,430,0.23201856148492,,1,15.925925925926,3,OPTIMAL,0.45,0,1,
HYB-bom_26-tax_50_cap_95,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,39495680,95%,876520,876120.025,874160,,,1960.025,0,0,39200500,41574400,5.7100042333744,,,402,6.7285382830626,,1,14.888888888889,3,OPTIMAL,0.44,0,1,
HYB-bom_26-tax_50_cap_90,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,37416960,90%,890410,890021.805,888160,,,1861.805,0,0,37236100,41574400,10.435027324507,,,384,10.904872389791,,1,14.222222222222,3,OPTIMAL,0.28,0,1,
HYB-bom_26-tax_50_cap_85,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,35338240,85%,911310,910944.47,909180,,,1764.47,0,0,35289400,41574400,15.117476139163,,,368,14.61716937355,,1,13.62962962963,3,OPTIMAL,0.55,0,1,
HYB-bom_26-tax_50_cap_80,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,33259520,80%,933810,933450.755,931800,,,1650.755,0,0,33015100,41574400,20.587909867611,,,360,16.473317865429,,1,13.333333333333,3,OPTIMAL,0.47,0,1,
HYB-bom_26-tax_50_cap_75,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,31180800,75%,959030,958697.22,957140,,,1557.22,0,0,31144400,41574400,25.08755387931,,,336,22.041763341067,,1,12.444444444444,2,OPTIMAL,0.66,0,1,
HYB-bom_26-tax_50_cap_70,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,50,29102080,70%,1010000,1009690.51,1008240,,,1450.51,0,0,29010200,41574400,30.221001385468,,,309,28.30626450116,,1,11.444444444444,2,OPTIMAL,1.36,0,1,
HYB-bom_26-tax_75_cap_none,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,100000000,none,870670,870238.08,867120,,,3118.08,0,0,41574400,41574400,0,,,430,0.23201856148492,,1,15.925925925926,3,OPTIMAL,0.09,0,1,
HYB-bom_26-tax_75_cap_100,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,41574400,100%,870670,870238.08,867120,,,3118.08,0,0,41574400,41574400,0,,,430,0.23201856148492,,1,15.925925925926,3,OPTIMAL,0.11,0,1,
HYB-bom_26-tax_75_cap_95,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,39495680,95%,877500,877100.0375,874160,,,2940.0375,0,0,39200500,41574400,5.7100042333744,,,402,6.7285382830626,,1,14.888888888889,3,OPTIMAL,0.24,0,1,
HYB-bom_26-tax_75_cap_90,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,37416960,90%,891340,890952.7075,888160,,,2792.7075,0,0,37236100,41574400,10.435027324507,,,384,10.904872389791,,1,14.222222222222,3,OPTIMAL,0.33,0,1,
HYB-bom_26-tax_75_cap_85,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,35338240,85%,912190,911826.705,909180,,,2646.705,0,0,35289400,41574400,15.117476139163,,,368,14.61716937355,,1,13.62962962963,3,OPTIMAL,0.72,0,1,
HYB-bom_26-tax_75_cap_80,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,33259520,80%,934640,934276.1325,931800,,,2476.1325,0,0,33015100,41574400,20.587909867611,,,360,16.473317865429,,1,13.333333333333,3,OPTIMAL,0.89,0,1,
HYB-bom_26-tax_75_cap_75,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,31180800,75%,959810,959475.83,957140,,,2335.83,0,0,31144400,41574400,25.08755387931,,,336,22.041763341067,,1,12.444444444444,2,OPTIMAL,0.66,0,1,
HYB-bom_26-tax_75_cap_70,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,75,29102080,70%,1010700,1010415.765,1008240,,,2175.765,0,0,29010200,41574400,30.221001385468,,,309,28.30626450116,,1,11.444444444444,2,OPTIMAL,1.34,0,1,
HYB-bom_26-tax_100_cap_none,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,100000000,none,871710,871277.44,867120,,,4157.44,0,0,41574400,41574400,0,,,430,0.23201856148492,,1,15.925925925926,3,OPTIMAL,0.17,0,1,
HYB-bom_26-tax_100_cap_100,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,41574400,100%,871710,871277.44,867120,,,4157.44,0,0,41574400,41574400,0,,,430,0.23201856148492,,1,15.925925925926,3,OPTIMAL,0.19,0,1,
HYB-bom_26-tax_100_cap_95,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,39495680,95%,878480,878080.05,874160,,,3920.05,0,0,39200500,41574400,5.7100042333744,,,402,6.7285382830626,,1,14.888888888889,3,OPTIMAL,0.34,0,1,
HYB-bom_26-tax_100_cap_90,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,37416960,90%,892270,891883.61,888160,,,3723.61,0,0,37236100,41574400,10.435027324507,,,384,10.904872389791,,1,14.222222222222,3,OPTIMAL,0.33,0,1,
HYB-bom_26-tax_100_cap_85,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,35338240,85%,913080,912708.94,909180,,,3528.94,0,0,35289400,41574400,15.117476139163,,,368,14.61716937355,,1,13.62962962963,3,OPTIMAL,0.63,0,1,
HYB-bom_26-tax_100_cap_80,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,33259520,80%,935460,935101.51,931800,,,3301.51,0,0,33015100,41574400,20.587909867611,,,360,16.473317865429,,1,13.333333333333,3,OPTIMAL,0.8,0,1,
HYB-bom_26-tax_100_cap_75,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,31180800,75%,960590,960254.44,957140,,,3114.44,0,0,31144400,41574400,25.08755387931,,,336,22.041763341067,,1,12.444444444444,2,OPTIMAL,1,0,1,
HYB-bom_26-tax_100_cap_70,bom_26,bom_supemis_26.csv,EMISHYBRID,PLM,1,10,100,29102080,70%,1011500,1011141.02,1008240,,,2901.02,0,0,29010200,41574400,30.221001385468,,,309,28.30626450116,,1,11.444444444444,2,OPTIMAL,1.14,0,1,
HYB-bom_50-tax_0_cap_none,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,100000000,none,2123100,2122615,2122615,,,0,0,0,99916082.8,194576659,48.649502302329,,,489,30.834512022631,,8,9.5882352941176,4,OPTIMAL,4.22,0,1,
HYB-bom_50-tax_0_cap_100,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,194576659,100%,1382200,1381460,1381460,,,0,0,0,194576659,194576659,0,,,706,0.14144271570014,,5,13.843137254902,5,OPTIMAL,0.25,0,1,
HYB-bom_50-tax_0_cap_95,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,184847826.05,95%,1403600,1402860,1402860,,,0,0,0,184765903.8,194576659,5.0421028146033,,,690,2.4045261669024,,5,13.529411764706,4,OPTIMAL,0.27,0,1,
HYB-bom_50-tax_0_cap_90,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,175118993.1,90%,1437000,1436340,1436340,,,0,0,0,174980592.6,194576659,10.071129035061,,,632,10.608203677511,,5,12.392156862745,4,OPTIMAL,0.59,0,1,
HYB-bom_50-tax_0_cap_85,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,165390160.15,85%,1498400,1497760,1497760,,,0,0,0,165252592.6,194576659,15.070700951855,,,606,14.285714285714,,5,11.882352941176,3,OPTIMAL,0.8,0,1,
HYB-bom_50-tax_0_cap_80,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,155661327.2,80%,1566800,1566140,1566140,,,0,0,0,155569821.2,194576659,20.047028251215,,,652,7.7793493635078,,6,12.78431372549,4,OPTIMAL,0.73,0,1,
HYB-bom_50-tax_0_cap_75,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,145932494.25,75%,1602400,1601800,1601800,,,0,0,0,145879910,194576659,25.027024952669,,,600,15.134370579915,,6,11.764705882353,4,OPTIMAL,1.67,0,1,
HYB-bom_50-tax_0_cap_70,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,0,136203661.3,70%,1637600,1636980,1636980,,,0,0,0,136143294,194576659,30.031024944261,,,616,12.871287128713,,6,12.078431372549,4,OPTIMAL,0.98,0,1,
HYB-bom_50-tax_15_cap_none,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,100000000,none,2124600,2124098.740492,2122600,,,1498.740492,0,0,99916032.8,194576659,48.649527999142,,,489,30.834512022631,,8,9.5882352941176,3,OPTIMAL,4.47,0,1,
HYB-bom_50-tax_15_cap_100,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,194576659,100%,1385100,1384378.649885,1381460,,,2918.649885,0,0,194576659,194576659,0,,,706,0.14144271570014,,5,13.843137254902,5,OPTIMAL,0.19,0,1,
HYB-bom_50-tax_15_cap_95,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,184847826.05,95%,1406300,1405631.488557,1402860,,,2771.488557,0,0,184765903.8,194576659,5.0421028146033,,,690,2.4045261669024,,5,13.529411764706,4,OPTIMAL,0.64,0,1,
HYB-bom_50-tax_15_cap_90,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,175118993.1,90%,1439600,1438964.708889,1436340,,,2624.708889,0,0,174980592.6,194576659,10.071129035061,,,632,10.608203677511,,5,12.392156862745,4,OPTIMAL,0.55,0,1,
HYB-bom_50-tax_15_cap_85,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,165390160.15,85%,1500800,1500238.788889,1497760,,,2478.788889,0,0,165252592.6,194576659,15.070700951855,,,606,14.285714285714,,5,11.882352941176,3,OPTIMAL,0.59,0,1,
HYB-bom_50-tax_15_cap_80,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,155661327.2,80%,1569100,1568473.547318,1566140,,,2333.547318,0,0,155569821.2,194576659,20.047028251215,,,652,7.7793493635078,,6,12.78431372549,4,OPTIMAL,0.59,0,1,
HYB-bom_50-tax_15_cap_75,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,145932494.25,75%,1604600,1603988.19865,1601800,,,2188.19865,0,0,145879910,194576659,25.027024952669,,,600,15.134370579915,,6,11.764705882353,4,OPTIMAL,0.86,0,1,
HYB-bom_50-tax_15_cap_70,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,15,136203661.3,70%,1639600,1639022.14941,1636980,,,2042.14941,0,0,136143294,194576659,30.031024944261,,,616,12.871287128713,,6,12.078431372549,4,OPTIMAL,0.58,0,1,
HYB-bom_50-tax_50_cap_none,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,100000000,none,2128100,2127595.80164,2122600,,,4995.80164,0,0,99916032.8,194576659,48.649527999142,,,489,30.834512022631,,8,9.5882352941176,3,OPTIMAL,4.53,0,1,
HYB-bom_50-tax_50_cap_100,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,194576659,100%,1391900,1391188.83295,1381460,,,9728.83295,0,0,194576659,194576659,0,,,706,0.14144271570014,,5,13.843137254902,5,OPTIMAL,0.34,0,1,
HYB-bom_50-tax_50_cap_95,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,184847826.05,95%,1412800,1412098.29519,1402860,,,9238.29519,0,0,184765903.8,194576659,5.0421028146033,,,690,2.4045261669024,,5,13.529411764706,4,OPTIMAL,1.17,0,1,
HYB-bom_50-tax_50_cap_90,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,175118993.1,90%,1445700,1445089.02963,1436340,,,8749.02963,0,0,174980592.6,194576659,10.071129035061,,,632,10.608203677511,,5,12.392156862745,4,OPTIMAL,1.06,0,1,
HYB-bom_50-tax_50_cap_85,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,165390160.15,85%,1506600,1506022.62963,1497760,,,8262.62963,0,0,165252592.6,194576659,15.070700951855,,,606,14.285714285714,,5,11.882352941176,3,OPTIMAL,1.08,0,1,
HYB-bom_50-tax_50_cap_80,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,155661327.2,80%,1574600,1573918.49106,1566140,,,7778.49106,0,0,155569821.2,194576659,20.047028251215,,,652,7.7793493635078,,6,12.78431372549,4,OPTIMAL,0.92,0,1,
HYB-bom_50-tax_50_cap_75,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,145932494.25,75%,1609700,1609093.9955,1601800,,,7293.9955,0,0,145879910,194576659,25.027024952669,,,600,15.134370579915,,6,11.764705882353,4,OPTIMAL,1.06,0,1,
HYB-bom_50-tax_50_cap_70,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,50,136203661.3,70%,1644400,1643787.1647,1636980,,,6807.1647,0,0,136143294,194576659,30.031024944261,,,616,12.871287128713,,6,12.078431372549,4,OPTIMAL,0.72,0,1,
HYB-bom_50-tax_75_cap_none,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,100000000,none,2130600,2130093.70246,2122600,,,7493.70246,0,0,99916032.8,194576659,48.649527999142,,,489,30.834512022631,,8,9.5882352941176,3,OPTIMAL,2.94,0,1,
HYB-bom_50-tax_75_cap_100,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,194576659,100%,1396800,1396053.249425,1381460,,,14593.249425,0,0,194576659,194576659,0,,,706,0.14144271570014,,5,13.843137254902,5,OPTIMAL,0.22,0,1,
HYB-bom_50-tax_75_cap_95,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,184847826.05,95%,1417400,1416717.442785,1402860,,,13857.442785,0,0,184765903.8,194576659,5.0421028146033,,,690,2.4045261669024,,5,13.529411764706,4,OPTIMAL,0.45,0,1,
HYB-bom_50-tax_75_cap_90,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,175118993.1,90%,1450100,1449463.544445,1436340,,,13123.544445,0,0,174980592.6,194576659,10.071129035061,,,632,10.608203677511,,5,12.392156862745,4,OPTIMAL,0.98,0,1,
HYB-bom_50-tax_75_cap_85,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,165390160.15,85%,1510800,1510153.944445,1497760,,,12393.944445,0,0,165252592.6,194576659,15.070700951855,,,606,14.285714285714,,5,11.882352941176,3,OPTIMAL,0.75,0,1,
HYB-bom_50-tax_75_cap_80,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,155661327.2,80%,1578500,1577807.73659,1566140,,,11667.73659,0,0,155569821.2,194576659,20.047028251215,,,652,7.7793493635078,,6,12.78431372549,4,OPTIMAL,0.67,0,1,
HYB-bom_50-tax_75_cap_75,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,145932494.25,75%,1613300,1612740.99325,1601800,,,10940.99325,0,0,145879910,194576659,25.027024952669,,,600,15.134370579915,,6,11.764705882353,4,OPTIMAL,0.56,0,1,
HYB-bom_50-tax_75_cap_70,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,75,136203661.3,70%,1647800,1647190.74705,1636980,,,10210.74705,0,0,136143294,194576659,30.031024944261,,,616,12.871287128713,,6,12.078431372549,4,OPTIMAL,0.53,0,1,
HYB-bom_50-tax_100_cap_none,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,100000000,none,2133100,2132591.60328,2122600,,,9991.60328,0,0,99916032.8,194576659,48.649527999142,,,489,30.834512022631,,8,9.5882352941176,3,OPTIMAL,3.14,0,1,
HYB-bom_50-tax_100_cap_100,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,194576659,100%,1401600,1400917.6659,1381460,,,19457.6659,0,0,194576659,194576659,0,,,706,0.14144271570014,,5,13.843137254902,5,OPTIMAL,0.19,0,1,
HYB-bom_50-tax_100_cap_95,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,184847826.05,95%,1422000,1421358.59038,1402882,,,18476.59038,0,0,184765903.8,194576659,5.0421028146033,,,690,2.4045261669024,,5,13.529411764706,4,OPTIMAL,0.69,0,1,
HYB-bom_50-tax_100_cap_90,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,175118993.1,90%,1454500,1453838.05926,1436340,,,17498.05926,0,0,174980592.6,194576659,10.071129035061,,,632,10.608203677511,,5,12.392156862745,4,OPTIMAL,0.67,0,1,
HYB-bom_50-tax_100_cap_85,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,165390160.15,85%,1514900,1514285.25926,1497760,,,16525.25926,0,0,165252592.6,194576659,15.070700951855,,,606,14.285714285714,,5,11.882352941176,3,OPTIMAL,0.88,0,1,
HYB-bom_50-tax_100_cap_80,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,155661327.2,80%,1582300,1581696.98212,1566140,,,15556.98212,0,0,155569821.2,194576659,20.047028251215,,,652,7.7793493635078,,6,12.78431372549,4,OPTIMAL,0.81,0,1,
HYB-bom_50-tax_100_cap_75,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,145932494.25,75%,1617000,1616387.991,1601800,,,14587.991,0,0,145879910,194576659,25.027024952669,,,600,15.134370579915,,6,11.764705882353,4,OPTIMAL,0.66,0,1,
HYB-bom_50-tax_100_cap_70,bom_50,bom_supemis_50.csv,EMISHYBRID,PLM,1,10,100,136203661.3,70%,1651200,1650594.3294,1636980,,,13614.3294,0,0,136143294,194576659,30.031024944261,,,616,12.871287128713,,6,12.078431372549,4,OPTIMAL,0.67,0,1,
